,C1P1,C1P2,C1P3,C2P1,C2P2,C2P3,C3P1,C3P2,C3P3,Time
447000,0.474947,0.49261800000000006,0.511304,0.174527,0.388409,0.403692,0.110676,0.12878499999999998,0.168936,447.0
448000,0.475005,0.492648,0.511324,0.174527,0.388466,0.40381500000000004,0.110675,0.12878399999999998,0.168984,448.0
449000,0.475062,0.49267799999999995,0.5113449999999999,0.174527,0.388523,0.403959,0.110675,0.12878399999999998,0.169033,449.0
450000,0.47511800000000004,0.492708,0.511365,0.174527,0.38857800000000003,0.404089,0.110675,0.12878299999999998,0.16908299999999998,450.0
451000,0.475174,0.492737,0.5113850000000001,0.174527,0.388633,0.40421399999999996,0.110674,0.12878299999999998,0.169133,451.0
452000,0.475229,0.492766,0.511405,0.174527,0.388687,0.404356,0.110674,0.12878199999999998,0.169184,452.0
453000,0.475283,0.492795,0.511425,0.174527,0.388741,0.404473,0.110674,0.12878199999999998,0.169236,453.0
454000,0.475337,0.49282299999999996,0.511444,0.174527,0.388793,0.40461199999999997,0.11067300000000001,0.128781,0.16928900000000002,454.0
455000,0.47539,0.49285100000000004,0.511463,0.174527,0.388845,0.40473600000000004,0.11067300000000001,0.128781,0.16934200000000002,455.0
456000,0.475443,0.492879,0.511482,0.174527,0.388897,0.404856,0.11067300000000001,0.12878,0.169397,456.0
457000,0.475495,0.492907,0.511501,0.174527,0.388947,0.404992,0.110672,0.12878,0.169452,457.0
458000,0.475546,0.49293400000000004,0.511519,0.174527,0.388997,0.405104,0.110672,0.128779,0.169508,458.0
459000,0.47559700000000005,0.49296,0.511537,0.174527,0.389047,0.405237,0.110672,0.128779,0.16956500000000002,459.0
460000,0.47564700000000004,0.492987,0.511555,0.174527,0.38909499999999997,0.405355,0.110671,0.128778,0.169623,460.0
461000,0.47569700000000004,0.49301300000000003,0.5115729999999999,0.174527,0.38914299999999996,0.40547,0.110671,0.128778,0.169682,461.0
462000,0.475746,0.493039,0.511591,0.174527,0.389191,0.4056,0.110671,0.128777,0.169742,462.0
463000,0.47579499999999997,0.49306400000000006,0.511608,0.174527,0.389237,0.40570700000000004,0.11067,0.128777,0.169803,463.0
464000,0.475843,0.49308900000000006,0.511625,0.174527,0.389283,0.405835,0.11067,0.128776,0.16986500000000002,464.0
465000,0.47589,0.49311400000000005,0.511642,0.174527,0.389329,0.405948,0.11067,0.128776,0.169927,465.0
466000,0.475937,0.49313900000000005,0.511659,0.174527,0.389374,0.406058,0.110669,0.128776,0.169991,466.0
467000,0.475983,0.493163,0.511675,0.174527,0.389418,0.406183,0.110669,0.128775,0.17005599999999998,467.0
468000,0.476029,0.493187,0.511692,0.174527,0.389462,0.406285,0.110669,0.128775,0.170122,468.0
469000,0.476074,0.49321099999999996,0.5117079999999999,0.174527,0.38950500000000005,0.406408,0.110669,0.128774,0.170189,469.0
470000,0.47611899999999996,0.49323500000000003,0.511724,0.174527,0.389547,0.406516,0.110668,0.128774,0.170257,470.0
471000,0.47616400000000003,0.493258,0.51174,0.174527,0.38958899999999996,0.406621,0.110668,0.128774,0.170326,471.0
472000,0.476207,0.493281,0.5117550000000001,0.174527,0.389631,0.406742,0.110668,0.128773,0.170396,472.0
473000,0.47625100000000004,0.493304,0.511771,0.174527,0.38967199999999996,0.406839,0.110668,0.128773,0.170467,473.0
474000,0.47629399999999994,0.49332600000000004,0.511786,0.174527,0.389712,0.406957,0.110667,0.128773,0.17054,474.0
475000,0.476336,0.493349,0.5118010000000001,0.174526,0.389752,0.40706,0.110667,0.128772,0.17061300000000001,475.0
476000,0.47637799999999997,0.493371,0.5118159999999999,0.174526,0.389791,0.407161,0.110667,0.128772,0.170688,476.0
477000,0.476419,0.493392,0.51183,0.174526,0.38983,0.407276,0.110667,0.128772,0.170764,477.0
478000,0.47646000000000005,0.493414,0.511845,0.174526,0.389868,0.407369,0.11066600000000001,0.128771,0.170842,478.0
479000,0.476501,0.493435,0.5118590000000001,0.174526,0.389906,0.407482,0.11066600000000001,0.128771,0.17092000000000002,479.0
480000,0.476541,0.49345600000000006,0.5118729999999999,0.174526,0.389943,0.40758099999999997,0.11066600000000001,0.128771,0.171,480.0
481000,0.47658,0.49347700000000005,0.511887,0.174526,0.38998,0.407677,0.11066600000000001,0.12877,0.17108099999999998,481.0
482000,0.47661899999999996,0.493497,0.511901,0.174526,0.390016,0.407788,0.11066600000000001,0.12877,0.171164,482.0
483000,0.47665799999999997,0.493517,0.511915,0.174526,0.390052,0.407876,0.11066500000000001,0.12877,0.171248,483.0
484000,0.476696,0.493537,0.5119279999999999,0.174526,0.39008699999999996,0.407985,0.11066500000000001,0.128769,0.17133299999999999,484.0
485000,0.476734,0.49355699999999997,0.511941,0.174526,0.39012199999999997,0.40808,0.11066500000000001,0.128769,0.17142000000000002,485.0
486000,0.476771,0.49357700000000004,0.511955,0.174526,0.390156,0.408172,0.11066500000000001,0.128769,0.171508,486.0
487000,0.476808,0.493596,0.511968,0.174526,0.39019000000000004,0.40827800000000003,0.11066500000000001,0.128768,0.171597,487.0
488000,0.47684499999999996,0.49361499999999997,0.51198,0.174526,0.390223,0.40836300000000003,0.11066400000000001,0.128768,0.171688,488.0
489000,0.47688100000000005,0.493634,0.511993,0.174526,0.390256,0.408467,0.11066400000000001,0.128768,0.171781,489.0
490000,0.476917,0.49365299999999995,0.5120060000000001,0.174526,0.390289,0.408558,0.11066400000000001,0.128768,0.171875,490.0
491000,0.47695200000000004,0.493671,0.5120180000000001,0.174526,0.39032100000000003,0.408645,0.11066400000000001,0.12876700000000002,0.171971,491.0
492000,0.476987,0.49368999999999996,0.51203,0.174526,0.390353,0.408748,0.11066400000000001,0.12876700000000002,0.172068,492.0
493000,0.47702100000000003,0.493708,0.512042,0.174526,0.390384,0.408828,0.11066400000000001,0.12876700000000002,0.17216700000000001,493.0
494000,0.47705600000000004,0.493726,0.512054,0.174526,0.390415,0.408929,0.11066300000000001,0.12876700000000002,0.172267,494.0
495000,0.47708900000000004,0.49374300000000004,0.512066,0.174526,0.390445,0.409015,0.11066300000000001,0.12876600000000002,0.172369,495.0
496000,0.47712299999999996,0.49376099999999995,0.5120779999999999,0.174526,0.390475,0.409099,0.11066300000000001,0.12876600000000002,0.17247300000000002,496.0
497000,0.477156,0.493778,0.512089,0.174526,0.390505,0.409198,0.11066300000000001,0.12876600000000002,0.172579,497.0
498000,0.477188,0.493795,0.512101,0.174526,0.390534,0.40927399999999997,0.11066300000000001,0.12876600000000002,0.17268599999999998,498.0
499000,0.477221,0.493812,0.512112,0.174526,0.390563,0.409371,0.11066300000000001,0.12876500000000002,0.172795,499.0
500000,0.477253,0.493829,0.512123,0.174526,0.39059099999999997,0.409454,0.11066199999999998,0.12876500000000002,0.172906,500.0
501000,0.47728400000000004,0.493845,0.512134,0.174526,0.390619,0.409534,0.11066199999999998,0.12876500000000002,0.173019,501.0
502000,0.477315,0.493861,0.512145,0.174526,0.39064699999999997,0.409628,0.11066199999999998,0.12876500000000002,0.17313399999999998,502.0
503000,0.477346,0.493878,0.5121560000000001,0.174526,0.390675,0.40970100000000004,0.11066199999999998,0.12876400000000002,0.17325,503.0
504000,0.47737700000000005,0.493893,0.512166,0.174526,0.390702,0.40979399999999994,0.11066199999999998,0.12876400000000002,0.173369,504.0
505000,0.47740699999999997,0.493909,0.512177,0.174526,0.390728,0.40987299999999993,0.11066199999999998,0.12876400000000002,0.173489,505.0
506000,0.477437,0.493925,0.512187,0.174526,0.390754,0.40995,0.11066199999999998,0.12876400000000002,0.173612,506.0
507000,0.477466,0.49394,0.5121979999999999,0.174526,0.39078,0.410041,0.110661,0.12876400000000002,0.173737,507.0
508000,0.477495,0.49395500000000003,0.512208,0.174526,0.390806,0.41011000000000003,0.110661,0.12876300000000002,0.17386300000000002,508.0
509000,0.477524,0.49396999999999996,0.5122180000000001,0.174526,0.390831,0.4102,0.110661,0.12876300000000002,0.173992,509.0
510000,0.47755299999999995,0.49398500000000006,0.5122270000000001,0.174526,0.390856,0.410275,0.110661,0.12876300000000002,0.174123,510.0
511000,0.47758100000000003,0.494,0.5122369999999999,0.174526,0.390881,0.41034799999999994,0.110661,0.12876300000000002,0.174256,511.0
512000,0.477609,0.494015,0.512247,0.174526,0.390905,0.41043599999999997,0.110661,0.12876300000000002,0.17439200000000002,512.0
513000,0.47763599999999995,0.494029,0.512256,0.174526,0.39092899999999997,0.41050200000000003,0.110661,0.12876300000000002,0.174529,513.0
514000,0.47766400000000003,0.494043,0.512266,0.174526,0.390952,0.410588,0.110661,0.128762,0.17466900000000002,514.0
515000,0.47768999999999995,0.49405699999999997,0.512275,0.174526,0.39097600000000005,0.41066099999999994,0.110661,0.128762,0.174812,515.0
516000,0.477717,0.494071,0.512284,0.174526,0.390999,0.41073000000000004,0.11066,0.128762,0.174956,516.0
517000,0.47774300000000003,0.49408500000000005,0.512293,0.174526,0.391021,0.410815,0.11066,0.128762,0.175103,517.0
518000,0.47777,0.494098,0.512302,0.174526,0.391044,0.41087700000000005,0.11066,0.128762,0.175253,518.0
519000,0.47779499999999997,0.494112,0.512311,0.174526,0.39106599999999997,0.41096000000000005,0.11066,0.128762,0.175405,519.0
520000,0.477821,0.494125,0.51232,0.174526,0.391088,0.411029,0.11066,0.128761,0.17556,520.0
521000,0.477846,0.494138,0.512329,0.174526,0.39110900000000004,0.411096,0.11066,0.128761,0.175717,521.0
522000,0.477871,0.494151,0.512337,0.174526,0.39113000000000003,0.41117700000000007,0.11066,0.128761,0.175876,522.0
523000,0.477896,0.49416400000000005,0.512346,0.174526,0.391151,0.41123699999999996,0.11066,0.128761,0.176039,523.0
524000,0.47791999999999996,0.49417700000000003,0.512354,0.174526,0.39117199999999996,0.41131599999999996,0.11066,0.128761,0.176204,524.0
525000,0.477944,0.49418900000000004,0.512362,0.174526,0.391192,0.411383,0.110659,0.128761,0.176372,525.0
526000,0.477968,0.49420200000000003,0.51237,0.174526,0.39121300000000003,0.411446,0.110659,0.12875999999999999,0.176542,526.0
527000,0.477991,0.49421400000000004,0.512379,0.174526,0.391232,0.411524,0.110659,0.12875999999999999,0.176716,527.0
528000,0.47801499999999997,0.494226,0.512386,0.174526,0.391252,0.41158100000000003,0.110659,0.12875999999999999,0.176892,528.0
529000,0.478038,0.494238,0.5123939999999999,0.174526,0.391271,0.41165799999999997,0.110659,0.12875999999999999,0.177071,529.0
530000,0.47806000000000004,0.49425,0.512402,0.174526,0.39129,0.411721,0.110659,0.12875999999999999,0.177253,530.0
531000,0.478083,0.494262,0.51241,0.174526,0.391309,0.411782,0.110659,0.12875999999999999,0.177439,531.0
532000,0.478105,0.49427299999999996,0.512417,0.174526,0.391328,0.411857,0.110659,0.12875999999999999,0.177627,532.0
533000,0.478127,0.49428500000000003,0.512425,0.174526,0.391346,0.41191099999999997,0.110659,0.12875999999999999,0.177818,533.0
534000,0.478149,0.494296,0.512432,0.174526,0.391364,0.41198500000000005,0.110659,0.12875899999999998,0.17801199999999998,534.0
535000,0.478171,0.494307,0.51244,0.174526,0.391382,0.412046,0.110659,0.12875899999999998,0.17820999999999998,535.0
536000,0.478192,0.49431800000000004,0.512447,0.174526,0.3914,0.41210399999999997,0.110659,0.12875899999999998,0.17840999999999999,536.0
537000,0.478213,0.494329,0.512454,0.174526,0.391417,0.41217600000000004,0.11065799999999999,0.12875899999999998,0.17861400000000002,537.0
538000,0.478234,0.49433999999999995,0.5124609999999999,0.174526,0.391434,0.41222700000000007,0.11065799999999999,0.12875899999999998,0.178821,538.0
539000,0.478254,0.49435100000000004,0.512468,0.174526,0.39145100000000005,0.41229799999999994,0.11065799999999999,0.12875899999999998,0.179032,539.0
540000,0.478275,0.494361,0.512475,0.174526,0.391468,0.41235600000000006,0.11065799999999999,0.12875899999999998,0.17924500000000002,540.0
541000,0.47829499999999997,0.49437200000000003,0.512482,0.174526,0.391484,0.412412,0.11065799999999999,0.12875899999999998,0.17946199999999998,541.0
542000,0.478315,0.494382,0.5124890000000001,0.174526,0.3915,0.41248100000000004,0.11065799999999999,0.12875799999999998,0.17968299999999998,542.0
543000,0.47833400000000004,0.494392,0.512495,0.174526,0.391516,0.41253,0.11065799999999999,0.12875799999999998,0.17990699999999998,543.0
544000,0.478354,0.49440200000000006,0.512502,0.174526,0.391532,0.41259799999999996,0.11065799999999999,0.12875799999999998,0.180134,544.0
545000,0.47837299999999994,0.49441199999999996,0.512508,0.174526,0.391548,0.412654,0.11065799999999999,0.12875799999999998,0.180365,545.0
546000,0.478392,0.49442200000000003,0.5125149999999999,0.174526,0.391563,0.412707,0.11065799999999999,0.12875799999999998,0.1806,546.0
547000,0.478411,0.494432,0.512521,0.174526,0.39157800000000004,0.412774,0.11065799999999999,0.12875799999999998,0.180838,547.0
548000,0.47843,0.494442,0.5125270000000001,0.174526,0.39159299999999997,0.41281999999999996,0.11065799999999999,0.12875799999999998,0.18108,548.0
549000,0.47844799999999993,0.49445100000000003,0.512534,0.174526,0.391608,0.412886,0.11065799999999999,0.12875799999999998,0.181325,549.0
550000,0.478466,0.494461,0.51254,0.174526,0.391623,0.41293900000000006,0.11065799999999999,0.12875799999999998,0.181575,550.0
551000,0.478484,0.49446999999999997,0.5125460000000001,0.174526,0.391637,0.41298900000000005,0.11065799999999999,0.12875799999999998,0.181827,551.0
552000,0.47850200000000004,0.494479,0.512552,0.174526,0.391651,0.413054,0.11065799999999999,0.12875699999999998,0.182084,552.0
553000,0.47852,0.49448800000000004,0.512558,0.174526,0.391665,0.41309799999999997,0.11065699999999999,0.12875699999999998,0.182345,553.0
554000,0.478537,0.494497,0.512564,0.174526,0.391679,0.41316099999999994,0.11065699999999999,0.12875699999999998,0.182609,554.0
555000,0.478554,0.49450600000000006,0.5125689999999999,0.174526,0.39169299999999996,0.41321199999999997,0.11065699999999999,0.12875699999999998,0.182877,555.0
556000,0.478571,0.494515,0.512575,0.174526,0.391706,0.41326,0.11065699999999999,0.12875699999999998,0.183149,556.0
557000,0.478588,0.49452399999999996,0.5125810000000001,0.174526,0.39171999999999996,0.41332299999999994,0.11065699999999999,0.12875699999999998,0.183425,557.0
558000,0.478605,0.49453199999999997,0.512586,0.174526,0.391733,0.413364,0.11065699999999999,0.12875699999999998,0.183705,558.0
559000,0.478621,0.494541,0.512592,0.174526,0.391746,0.413425,0.11065699999999999,0.12875699999999998,0.183988,559.0
560000,0.478638,0.49454899999999996,0.5125970000000001,0.174526,0.391758,0.41347399999999995,0.11065699999999999,0.12875699999999998,0.184276,560.0
561000,0.478654,0.494558,0.5126029999999999,0.174526,0.391771,0.41352,0.11065699999999999,0.12875699999999998,0.184568,561.0
562000,0.47867,0.494566,0.512608,0.174526,0.391783,0.41358,0.11065699999999999,0.12875699999999998,0.184863,562.0
563000,0.478685,0.49457399999999996,0.512613,0.174526,0.391796,0.41361899999999996,0.11065699999999999,0.12875699999999998,0.18516300000000002,563.0
564000,0.47870100000000004,0.49458199999999997,0.512618,0.174526,0.391808,0.413678,0.11065699999999999,0.12875599999999998,0.18546700000000002,564.0
565000,0.478716,0.49459,0.5126229999999999,0.174526,0.39182,0.413725,0.11065699999999999,0.12875599999999998,0.185774,565.0
566000,0.478732,0.494598,0.512629,0.174526,0.391831,0.413768,0.11065699999999999,0.12875599999999998,0.186086,566.0
567000,0.47874700000000003,0.49460600000000005,0.512634,0.174526,0.391843,0.413826,0.11065699999999999,0.12875599999999998,0.18640199999999998,567.0
568000,0.47876199999999997,0.494613,0.5126390000000001,0.174526,0.391855,0.413864,0.11065699999999999,0.12875599999999998,0.186722,568.0
569000,0.47877600000000003,0.494621,0.5126430000000001,0.174526,0.391866,0.413921,0.11065699999999999,0.12875599999999998,0.18704500000000002,569.0
570000,0.47879099999999997,0.49462799999999996,0.512648,0.174526,0.391877,0.41396499999999997,0.11065699999999999,0.12875599999999998,0.187373,570.0
571000,0.47880500000000004,0.49463599999999996,0.512653,0.174526,0.391888,0.41400699999999996,0.11065699999999999,0.12875599999999998,0.18770499999999998,571.0
572000,0.47881999999999997,0.49464300000000005,0.512658,0.174526,0.391899,0.414062,0.11065699999999999,0.12875599999999998,0.188041,572.0
573000,0.47883400000000004,0.494651,0.512662,0.174526,0.39191,0.41409799999999997,0.11065699999999999,0.12875599999999998,0.188381,573.0
574000,0.47884799999999994,0.494658,0.512667,0.174526,0.39192,0.414153,0.11065699999999999,0.12875599999999998,0.188725,574.0
575000,0.478861,0.49466499999999997,0.512672,0.174526,0.391931,0.414195,0.11065599999999999,0.12875599999999998,0.189072,575.0
576000,0.478875,0.494672,0.512676,0.174526,0.391941,0.414235,0.11065599999999999,0.12875599999999998,0.189424,576.0
577000,0.478889,0.494679,0.512681,0.174526,0.39195100000000005,0.414289,0.11065599999999999,0.12875599999999998,0.18978,577.0
578000,0.47890200000000005,0.49468599999999996,0.5126850000000001,0.174526,0.391961,0.414322,0.11065599999999999,0.12875599999999998,0.19014,578.0
579000,0.478915,0.49469300000000005,0.5126890000000001,0.174526,0.391971,0.414375,0.11065599999999999,0.12875599999999998,0.190503,579.0
580000,0.47892799999999996,0.494699,0.512694,0.174526,0.39198099999999997,0.414416,0.11065599999999999,0.128755,0.190871,580.0
581000,0.478941,0.49470600000000003,0.512698,0.174526,0.391991,0.414454,0.11065599999999999,0.128755,0.191242,581.0
582000,0.478954,0.494713,0.512702,0.174526,0.392,0.41450600000000004,0.11065599999999999,0.128755,0.191617,582.0
583000,0.478966,0.49471899999999996,0.512706,0.174526,0.392009,0.414537,0.11065599999999999,0.128755,0.191996,583.0
584000,0.478979,0.494725,0.51271,0.174526,0.392019,0.414588,0.11065599999999999,0.128755,0.192378,584.0
585000,0.478991,0.49473199999999995,0.512714,0.174526,0.39202800000000004,0.414627,0.11065599999999999,0.128755,0.19276400000000002,585.0
586000,0.47900299999999996,0.494738,0.512718,0.174526,0.39203699999999997,0.414663,0.11065599999999999,0.128755,0.193154,586.0
587000,0.47901499999999997,0.49474399999999996,0.512722,0.174526,0.392046,0.414713,0.11065599999999999,0.128755,0.193548,587.0
588000,0.47902700000000004,0.49475,0.512726,0.174526,0.39205500000000004,0.41474300000000003,0.11065599999999999,0.128755,0.193945,588.0
589000,0.47903900000000005,0.49475699999999995,0.51273,0.174526,0.392063,0.414793,0.11065599999999999,0.128755,0.19434500000000002,589.0
590000,0.479051,0.494763,0.512734,0.174526,0.392072,0.414829,0.11065599999999999,0.128755,0.194749,590.0
591000,0.479062,0.49476899999999996,0.512738,0.174526,0.39208000000000004,0.414864,0.11065599999999999,0.128755,0.195156,591.0
592000,0.479074,0.494774,0.512741,0.174526,0.392088,0.414912,0.11065599999999999,0.128755,0.19556700000000002,592.0
593000,0.47908500000000004,0.49478,0.512745,0.174526,0.392097,0.414941,0.11065599999999999,0.128755,0.195981,593.0
594000,0.479096,0.49478599999999995,0.512749,0.174526,0.39210500000000004,0.414988,0.11065599999999999,0.128755,0.196398,594.0
595000,0.47910699999999995,0.494792,0.5127520000000001,0.174526,0.392113,0.415023,0.11065599999999999,0.128755,0.196818,595.0
596000,0.47911800000000004,0.49479700000000004,0.512756,0.174526,0.392121,0.41505600000000004,0.11065599999999999,0.128755,0.197241,596.0
597000,0.47912899999999997,0.494803,0.512759,0.174526,0.39212800000000003,0.415103,0.11065599999999999,0.128755,0.197667,597.0
598000,0.47913999999999995,0.49480799999999997,0.512763,0.174526,0.39213600000000004,0.41513,0.11065599999999999,0.128755,0.198096,598.0
599000,0.47915,0.49481400000000003,0.5127659999999999,0.174526,0.392144,0.41517600000000005,0.11065599999999999,0.128755,0.198528,599.0
600000,0.47916099999999995,0.49481899999999995,0.51277,0.174526,0.392151,0.415209,0.11065599999999999,0.128755,0.198962,600.0
