Time	[Ca]	Values[AMPAR_bar]	Values[CaMKII_active_ratio]	Values[CaMKIIp_bar]	Values[CamCaMKII_bar]	Values[CamR_ratio]	Values[Dp_bar]	Values[PKA_bar]	Values[PP1a_bar]	Values[PP2B_bar]
0.963	1.82321e-09	0.297151	0.0717402	0.017524	0.167271	0.0503962	0.973094	0.01	0.155337	0.00358692
0.964	1.85921e-09	0.297152	0.0717423	0.0175248	0.167276	0.0503977	0.973094	0.01	0.155338	0.0035879
0.965	1.89741e-09	0.297152	0.0717444	0.0175255	0.167281	0.0503991	0.973094	0.01	0.155338	0.00358888
0.966	1.9379e-09	0.297153	0.0717465	0.0175262	0.167285	0.0504005	0.973094	0.01	0.155339	0.00358986
0.967	1.98081e-09	0.297154	0.0717486	0.017527	0.16729	0.0504019	0.973094	0.01	0.15534	0.00359083
0.968	2.0263e-09	0.297155	0.0717506	0.0175277	0.167295	0.0504033	0.973094	0.01	0.155341	0.00359181
0.969	2.07459e-09	0.297156	0.0717526	0.0175285	0.1673	0.0504047	0.973093	0.01	0.155342	0.00359277
0.97	2.12592e-09	0.297157	0.0717546	0.0175292	0.167304	0.050406	0.973093	0.01	0.155342	0.00359374
0.971	2.18062e-09	0.297158	0.0717566	0.0175299	0.167309	0.0504074	0.973093	0.01	0.155343	0.0035947
0.972	2.23912e-09	0.297158	0.0717585	0.0175307	0.167313	0.0504087	0.973093	0.01	0.155344	0.00359566
0.973	2.30195e-09	0.297159	0.0717604	0.0175314	0.167318	0.05041	0.973093	0.01	0.155345	0.00359662
0.974	2.36984e-09	0.29716	0.0717623	0.0175322	0.167322	0.0504114	0.973093	0.01	0.155346	0.00359757
0.975	2.44376e-09	0.297161	0.0717642	0.0175329	0.167327	0.0504127	0.973093	0.01	0.155346	0.00359852
0.976	2.52505e-09	0.297162	0.0717661	0.0175337	0.167331	0.050414	0.973093	0.01	0.155347	0.00359947
0.977	2.61566e-09	0.297163	0.071768	0.0175344	0.167335	0.0504152	0.973093	0.01	0.155348	0.00360042
0.978	2.71849e-09	0.297163	0.0717698	0.0175351	0.16734	0.0504165	0.973093	0.01	0.155349	0.00360137
0.979	2.83835e-09	0.297164	0.0717716	0.0175359	0.167344	0.0504178	0.973093	0.01	0.15535	0.00360231
0.98	2.98392e-09	0.297165	0.0717734	0.0175366	0.167348	0.050419	0.973093	0.01	0.15535	0.00360325
0.981	3.17423e-09	0.297166	0.0717752	0.0175374	0.167352	0.0504203	0.973093	0.01	0.155351	0.00360419
0.982	3.47201e-09	0.297167	0.071777	0.0175381	0.167357	0.0504216	0.973093	0.01	0.155352	0.00360513
0.983	6.83128e-09	0.297168	0.0717788	0.0175389	0.167361	0.0504228	0.973093	0.01	0.155353	0.00360607
0.984	7.32128e-09	0.297169	0.0717806	0.0175396	0.167365	0.0504243	0.973093	0.01	0.155354	0.00360701
0.985	4.24468e-09	0.297169	0.0717824	0.0175403	0.167369	0.0504257	0.973093	0.01	0.155355	0.00360795
0.986	3.12048e-09	0.29717	0.0717843	0.0175411	0.167374	0.050427	0.973093	0.01	0.155355	0.0036089
0.987	2.51067e-09	0.297171	0.0717861	0.0175418	0.167378	0.0504283	0.973093	0.01	0.155356	0.00360984
0.988	2.14185e-09	0.297172	0.0717879	0.0175426	0.167382	0.0504295	0.973092	0.01	0.155357	0.00361079
0.989	1.90493e-09	0.297173	0.0717897	0.0175433	0.167386	0.0504307	0.973092	0.01	0.155358	0.00361173
0.99	1.74695e-09	0.297174	0.0717915	0.0175441	0.16739	0.0504319	0.973092	0.01	0.155359	0.00361266
0.991	1.63884e-09	0.297175	0.0717933	0.0175448	0.167394	0.0504331	0.973092	0.01	0.15536	0.0036136
0.992	1.5634e-09	0.297175	0.071795	0.0175456	0.167399	0.0504343	0.973092	0.01	0.15536	0.00361453
0.993	1.50999e-09	0.297176	0.0717967	0.0175463	0.167402	0.0504354	0.973092	0.01	0.155361	0.00361546
0.994	1.47191e-09	0.297177	0.0717984	0.0175471	0.167406	0.0504366	0.973092	0.01	0.155362	0.00361638
0.995	1.44483e-09	0.297178	0.0718	0.0175478	0.16741	0.0504377	0.973092	0.01	0.155363	0.0036173
0.996	1.42595e-09	0.297179	0.0718016	0.0175486	0.167414	0.0504388	0.973092	0.01	0.155364	0.00361822
0.997	1.4134e-09	0.29718	0.0718032	0.0175493	0.167418	0.0504398	0.973092	0.01	0.155365	0.00361913
0.998	1.40594e-09	0.297181	0.0718048	0.0175501	0.167421	0.0504409	0.973092	0.01	0.155366	0.00362004
0.999	1.40271e-09	0.297181	0.0718064	0.0175508	0.167425	0.0504419	0.973092	0.01	0.155367	0.00362095
1	1.40271e-09	0.297182	0.0718079	0.0175516	0.167429	0.0504429	0.973092	0.01	0.155367	0.00362185
1.001	5.75417e-09	0.297183	0.0718094	0.0175523	0.167432	0.050444	0.973092	0.01	0.155368	0.00362275
1.002	3.55345e-09	0.297184	0.0718109	0.0175531	0.167436	0.0504451	0.973092	0.01	0.155369	0.00362365
1.003	2.68676e-09	0.297185	0.0718124	0.0175538	0.167439	0.0504462	0.973092	0.01	0.15537	0.00362455
1.004	2.21972e-09	0.297186	0.0718139	0.0175546	0.167443	0.0504473	0.973092	0.01	0.155371	0.00362545
1.005	1.93621e-09	0.297187	0.0718154	0.0175553	0.167446	0.0504483	0.973091	0.01	0.155372	0.00362635
1.006	1.75112e-09	0.297187	0.0718169	0.0175561	0.16745	0.0504493	0.973091	0.01	0.155373	0.00362724
1.007	1.62501e-09	0.297188	0.0718183	0.0175568	0.167453	0.0504502	0.973091	0.01	0.155374	0.00362813
1.008	1.53695e-09	0.297189	0.0718197	0.0175576	0.167456	0.0504512	0.973091	0.01	0.155375	0.00362902
1.009	1.47466e-09	0.29719	0.0718211	0.0175583	0.16746	0.0504521	0.973091	0.01	0.155376	0.00362991
1.01	1.43047e-09	0.297191	0.0718225	0.0175591	0.167463	0.0504531	0.973091	0.01	0.155376	0.00363079
1.011	1.39937e-09	0.297192	0.0718239	0.0175598	0.167466	0.050454	0.973091	0.01	0.155377	0.00363167
1.012	1.37804e-09	0.297193	0.0718252	0.0175606	0.167469	0.0504549	0.973091	0.01	0.155378	0.00363255
1.013	1.36425e-09	0.297193	0.0718265	0.0175613	0.167472	0.0504557	0.973091	0.01	0.155379	0.00363342
1.014	1.35645e-09	0.297194	0.0718278	0.0175621	0.167475	0.0504566	0.973091	0.01	0.15538	0.00363429
1.015	1.3536e-09	0.297195	0.0718291	0.0175628	0.167478	0.0504574	0.973091	0.01	0.155381	0.00363516
1.016	1.35493e-09	0.297196	0.0718303	0.0175636	0.167481	0.0504583	0.973091	0.01	0.155382	0.00363602
1.017	1.35991e-09	0.297197	0.0718315	0.0175643	0.167484	0.0504591	0.973091	0.01	0.155383	0.00363688
1.018	1.36816e-09	0.297198	0.0718327	0.0175651	0.167487	0.0504599	0.973091	0.01	0.155384	0.00363774
1.019	1.37941e-09	0.297199	0.0718339	0.0175658	0.167489	0.0504607	0.973091	0.01	0.155385	0.00363859
1.02	1.39343e-09	0.297199	0.0718351	0.0175666	0.167492	0.0504614	0.973091	0.01	0.155386	0.00363944
1.021	1.41009e-09	0.2972	0.0718362	0.0175673	0.167495	0.0504622	0.973091	0.01	0.155387	0.00364029
1.022	1.42926e-09	0.297201	0.0718373	0.0175681	0.167497	0.0504629	0.97309	0.01	0.155388	0.00364113
1.023	1.45088e-09	0.297202	0.0718384	0.0175688	0.1675	0.0504637	0.97309	0.01	0.155389	0.00364197
1.024	1.47488e-09	0.297203	0.0718395	0.0175696	0.167502	0.0504644	0.97309	0.01	0.15539	0.00364281
1.025	1.50124e-09	0.297204	0.0718405	0.0175703	0.167505	0.0504651	0.97309	0.01	0.155391	0.00364365
1.026	1.52995e-09	0.297205	0.0718415	0.0175711	0.167507	0.0504658	0.97309	0.01	0.155392	0.00364448
1.027	1.56102e-09	0.297206	0.0718425	0.0175718	0.167509	0.0504664	0.97309	0.01	0.155393	0.00364531
1.028	1.59448e-09	0.297206	0.0718435	0.0175726	0.167512	0.0504671	0.97309	0.01	0.155394	0.00364614
1.029	1.6304e-09	0.297207	0.0718445	0.0175734	0.167514	0.0504678	0.97309	0.01	0.155394	0.00364696
1.03	1.66888e-09	0.297208	0.0718455	0.0175741	0.167516	0.0504684	0.97309	0.01	0.155395	0.00364778
1.031	1.71003e-09	0.297209	0.0718464	0.0175749	0.167518	0.050469	0.97309	0.01	0.155396	0.0036486
1.032	1.75404e-09	0.29721	0.0718473	0.0175756	0.167521	0.0504696	0.97309	0.01	0.155397	0.00364942
1.033	1.80112e-09	0.297211	0.0718482	0.0175764	0.167523	0.0504703	0.97309	0.01	0.155398	0.00365023
1.034	1.85155e-09	0.297212	0.0718491	0.0175771	0.167525	0.0504709	0.97309	0.01	0.155399	0.00365104
1.035	1.90572e-09	0.297212	0.07185	0.0175779	0.167527	0.0504715	0.97309	0.01	0.1554	0.00365185
1.036	1.96412e-09	0.297213	0.0718509	0.0175786	0.167529	0.0504721	0.97309	0.01	0.155401	0.00365266
1.037	2.02743e-09	0.297214	0.0718517	0.0175794	0.167531	0.0504726	0.97309	0.01	0.155402	0.00365347
1.038	2.09658e-09	0.297215	0.0718525	0.0175801	0.167533	0.0504732	0.973089	0.01	0.155403	0.00365427
1.039	2.17286e-09	0.297216	0.0718534	0.0175809	0.167535	0.0504738	0.973089	0.01	0.155404	0.00365507
1.04	2.25817e-09	0.297217	0.0718542	0.0175816	0.167537	0.0504743	0.973089	0.01	0.155405	0.00365587
1.041	2.35544e-09	0.297218	0.071855	0.0175824	0.167538	0.0504749	0.973089	0.01	0.155406	0.00365667
1.042	2.46959e-09	0.297218	0.0718558	0.0175831	0.16754	0.0504755	0.973089	0.01	0.155407	0.00365747
1.043	2.60985e-09	0.297219	0.0718565	0.0175839	0.167542	0.050476	0.973089	0.01	0.155409	0.00365826
1.044	2.79782e-09	0.29722	0.0718573	0.0175847	0.167544	0.0504766	0.973089	0.01	0.15541	0.00365906
1.045	3.12033e-09	0.297221	0.0718581	0.0175854	0.167546	0.0504771	0.973089	0.01	0.155411	0.00365985
1.046	7.64712e-09	0.297222	0.0718589	0.0175862	0.167548	0.0504777	0.973089	0.01	0.155412	0.00366064
1.047	5.75147e-09	0.297223	0.0718597	0.0175869	0.167549	0.0504785	0.973089	0.01	0.155413	0.00366144
1.048	3.55729e-09	0.297224	0.0718605	0.0175877	0.167551	0.0504791	0.973089	0.01	0.155414	0.00366224
1.049	2.69097e-09	0.297225	0.0718613	0.0175884	0.167553	0.0504797	0.973089	0.01	0.155415	0.00366304
1.05	2.22352e-09	0.297225	0.0718622	0.0175892	0.167555	0.0504803	0.973089	0.01	0.155416	0.00366384
1.051	1.93945e-09	0.297226	0.071863	0.0175899	0.167557	0.0504809	0.973089	0.01	0.155417	0.00366463
1.052	1.75385e-09	0.297227	0.0718638	0.0175907	0.167559	0.0504814	0.973089	0.01	0.155418	0.00366543
1.053	1.62731e-09	0.297228	0.0718646	0.0175914	0.167561	0.050482	0.973089	0.01	0.155419	0.00366622
1.054	1.53892e-09	0.297229	0.0718654	0.0175922	0.167563	0.0504825	0.973088	0.01	0.15542	0.00366702
1.055	1.47638e-09	0.29723	0.0718661	0.0175929	0.167564	0.050483	0.973088	0.01	0.155421	0.00366781
1.056	1.43198e-09	0.297231	0.0718669	0.0175937	0.167566	0.0504835	0.973088	0.01	0.155422	0.00366859
1.057	1.40071e-09	0.297231	0.0718676	0.0175945	0.167568	0.050484	0.973088	0.01	0.155423	0.00366937
1.058	1.37925e-09	0.297232	0.0718683	0.0175952	0.16757	0.0504844	0.973088	0.01	0.155424	0.00367016
1.059	1.36534e-09	0.297233	0.071869	0.017596	0.167571	0.0504849	0.973088	0.01	0.155425	0.00367093
1.06	1.35745e-09	0.297234	0.0718696	0.0175967	0.167573	0.0504853	0.973088	0.01	0.155426	0.00367171
1.061	1.3545e-09	0.297235	0.0718703	0.0175975	0.167574	0.0504857	0.973088	0.01	0.155427	0.00367248
1.062	1.35574e-09	0.297236	0.0718709	0.0175982	0.167576	0.0504862	0.973088	0.01	0.155429	0.00367325
1.063	1.36064e-09	0.297237	0.0718715	0.017599	0.167577	0.0504866	0.973088	0.01	0.15543	0.00367402
1.064	1.3688e-09	0.297237	0.0718721	0.0175997	0.167578	0.0504869	0.973088	0.01	0.155431	0.00367478
1.065	1.37995e-09	0.297238	0.0718727	0.0176005	0.16758	0.0504873	0.973088	0.01	0.155432	0.00367555
1.066	1.39388e-09	0.297239	0.0718733	0.0176012	0.167581	0.0504877	0.973088	0.01	0.155433	0.00367631
1.067	1.41044e-09	0.29724	0.0718738	0.017602	0.167582	0.0504881	0.973088	0.01	0.155434	0.00367706
1.068	1.42951e-09	0.297241	0.0718744	0.0176027	0.167584	0.0504884	0.973088	0.01	0.155435	0.00367782
1.069	1.451e-09	0.297242	0.0718749	0.0176035	0.167585	0.0504887	0.973088	0.01	0.155436	0.00367857
1.07	1.47488e-09	0.297243	0.0718754	0.0176043	0.167586	0.0504891	0.973087	0.01	0.155437	0.00367932
1.071	1.50109e-09	0.297244	0.0718759	0.017605	0.167587	0.0504894	0.973087	0.01	0.155438	0.00368007
1.072	1.52965e-09	0.297244	0.0718763	0.0176058	0.167588	0.0504897	0.973087	0.01	0.15544	0.00368081
1.073	1.56055e-09	0.297245	0.0718768	0.0176065	0.167589	0.05049	0.973087	0.01	0.155441	0.00368155
1.074	1.59383e-09	0.297246	0.0718772	0.0176073	0.16759	0.0504903	0.973087	0.01	0.155442	0.00368229
1.075	1.62955e-09	0.297247	0.0718777	0.017608	0.167591	0.0504906	0.973087	0.01	0.155443	0.00368303
1.076	1.6678e-09	0.297248	0.0718781	0.0176088	0.167592	0.0504908	0.973087	0.01	0.155444	0.00368377
1.077	1.7087e-09	0.297249	0.0718785	0.0176095	0.167593	0.0504911	0.973087	0.01	0.155445	0.0036845
1.078	1.75243e-09	0.29725	0.0718789	0.0176103	0.167594	0.0504914	0.973087	0.01	0.155446	0.00368523
1.079	1.7992e-09	0.29725	0.0718792	0.017611	0.167595	0.0504916	0.973087	0.01	0.155447	0.00368596
1.08	1.84928e-09	0.297251	0.0718796	0.0176118	0.167596	0.0504919	0.973087	0.01	0.155449	0.00368669
1.081	1.90304e-09	0.297252	0.07188	0.0176125	0.167597	0.0504921	0.973087	0.01	0.15545	0.00368742
1.082	1.96097e-09	0.297253	0.0718803	0.0176133	0.167598	0.0504923	0.973087	0.01	0.155451	0.00368814
1.083	2.02373e-09	0.297254	0.0718806	0.017614	0.167598	0.0504926	0.973087	0.01	0.155452	0.00368887
1.084	2.09221e-09	0.297255	0.071881	0.0176148	0.167599	0.0504928	0.973087	0.01	0.155453	0.00368959
1.085	2.16767e-09	0.297256	0.0718813	0.0176155	0.1676	0.050493	0.973086	0.01	0.155454	0.00369031
1.086	2.25192e-09	0.297256	0.0718816	0.0176163	0.167601	0.0504933	0.973086	0.01	0.155455	0.00369102
1.087	2.34776e-09	0.297257	0.0718819	0.017617	0.167601	0.0504935	0.973086	0.01	0.155457	0.00369174
1.088	2.45983e-09	0.297258	0.0718822	0.0176178	0.167602	0.0504937	0.973086	0.01	0.155458	0.00369246
1.089	2.59673e-09	0.297259	0.0718825	0.0176186	0.167603	0.0504939	0.973086	0.01	0.155459	0.00369317
1.09	2.77795e-09	0.29726	0.0718828	0.0176193	0.167603	0.0504942	0.973086	0.01	0.15546	0.00369389
1.091	3.07428e-09	0.297261	0.0718831	0.0176201	0.167604	0.0504944	0.973086	0.01	0.155461	0.0036946
1.092	7.0645e-09	0.297262	0.0718834	0.0176208	0.167605	0.0504946	0.973086	0.01	0.155463	0.00369531
1.093	6.2154e-09	0.297262	0.0718837	0.0176216	0.167605	0.0504951	0.973086	0.01	0.155464	0.00369603
1.094	3.68595e-09	0.297263	0.0718841	0.0176223	0.167606	0.0504954	0.973086	0.01	0.155465	0.00369675
1.095	2.75137e-09	0.297264	0.0718844	0.0176231	0.167607	0.0504957	0.973086	0.01	0.155466	0.00369747
1.096	2.25551e-09	0.297265	0.0718848	0.0176238	0.167608	0.050496	0.973086	0.01	0.155467	0.0036982
1.097	1.95729e-09	0.297266	0.0718852	0.0176246	0.167609	0.0504963	0.973086	0.01	0.155468	0.00369892
1.098	1.76376e-09	0.297267	0.0718855	0.0176253	0.16761	0.0504965	0.973086	0.01	0.15547	0.00369964
1.099	1.63239e-09	0.297268	0.0718859	0.0176261	0.167611	0.0504967	0.973085	0.01	0.155471	0.00370035
1.1	1.54088e-09	0.297268	0.0718862	0.0176268	0.167611	0.0504969	0.973085	0.01	0.155472	0.00370107
1.101	1.47624e-09	0.297269	0.0718865	0.0176276	0.167612	0.0504971	0.973085	0.01	0.155473	0.00370178
1.102	1.43035e-09	0.29727	0.0718868	0.0176283	0.167613	0.0504973	0.973085	0.01	0.155474	0.00370249
1.103	1.398e-09	0.297271	0.0718871	0.0176291	0.167613	0.0504975	0.973085	0.01	0.155476	0.0037032
1.104	1.37569e-09	0.297272	0.0718874	0.0176298	0.167614	0.0504977	0.973085	0.01	0.155477	0.00370391
1.105	1.36109e-09	0.297273	0.0718877	0.0176306	0.167615	0.0504979	0.973085	0.01	0.155478	0.00370461
1.106	1.3526e-09	0.297274	0.0718879	0.0176313	0.167615	0.050498	0.973085	0.01	0.155479	0.00370532
1.107	1.34913e-09	0.297275	0.0718881	0.0176321	0.167616	0.0504981	0.973085	0.01	0.15548	0.00370601
1.108	1.34989e-09	0.297275	0.0718884	0.0176328	0.167616	0.0504983	0.973085	0.01	0.155482	0.00370671
1.109	1.35432e-09	0.297276	0.0718886	0.0176336	0.167617	0.0504984	0.973085	0.01	0.155483	0.00370741
1.11	1.36204e-09	0.297277	0.0718888	0.0176343	0.167617	0.0504985	0.973085	0.01	0.155484	0.0037081
1.111	1.37275e-09	0.297278	0.0718889	0.0176351	0.167618	0.0504986	0.973085	0.01	0.155485	0.00370879
1.112	1.38624e-09	0.297279	0.0718891	0.0176358	0.167618	0.0504987	0.973085	0.01	0.155487	0.00370948
1.113	1.40234e-09	0.29728	0.0718892	0.0176366	0.167618	0.0504988	0.973085	0.01	0.155488	0.00371016
1.114	1.42096e-09	0.297281	0.0718894	0.0176373	0.167619	0.0504989	0.973084	0.01	0.155489	0.00371085
1.115	1.44199e-09	0.297281	0.0718895	0.0176381	0.167619	0.050499	0.973084	0.01	0.15549	0.00371153
1.116	1.46538e-09	0.297282	0.0718896	0.0176388	0.167619	0.050499	0.973084	0.01	0.155492	0.00371221
1.117	1.4911e-09	0.297283	0.0718897	0.0176396	0.167619	0.0504991	0.973084	0.01	0.155493	0.00371289
1.118	1.51914e-09	0.297284	0.0718898	0.0176403	0.16762	0.0504991	0.973084	0.01	0.155494	0.00371356
1.119	1.54949e-09	0.297285	0.0718899	0.017641	0.16762	0.0504992	0.973084	0.01	0.155495	0.00371424
1.12	1.58219e-09	0.297286	0.0718899	0.0176418	0.16762	0.0504992	0.973084	0.01	0.155497	0.00371491
1.121	1.61729e-09	0.297287	0.07189	0.0176425	0.16762	0.0504992	0.973084	0.01	0.155498	0.00371558
1.122	1.65486e-09	0.297287	0.07189	0.0176433	0.16762	0.0504992	0.973084	0.01	0.155499	0.00371625
1.123	1.69503e-09	0.297288	0.0718901	0.017644	0.16762	0.0504993	0.973084	0.01	0.1555	0.00371691
1.124	1.73795e-09	0.297289	0.0718901	0.0176448	0.16762	0.0504993	0.973084	0.01	0.155502	0.00371758
1.125	1.78381e-09	0.29729	0.0718901	0.0176455	0.16762	0.0504993	0.973084	0.01	0.155503	0.00371824
1.126	1.83287e-09	0.297291	0.0718901	0.0176463	0.16762	0.0504993	0.973084	0.01	0.155504	0.0037189
1.127	1.88546e-09	0.297292	0.0718901	0.017647	0.16762	0.0504993	0.973084	0.01	0.155506	0.00371956
1.128	1.88546e-09	0.297293	0.0718901	0.0176478	0.16762	0.0504993	0.973083	0.01	0.155507	0.00372022
1.129	2.00317e-09	0.297293	0.0718901	0.0176485	0.16762	0.0504993	0.973083	0.01	0.155508	0.00372088
1.13	2.06967e-09	0.297294	0.0718901	0.0176493	0.16762	0.0504993	0.973083	0.01	0.155509	0.00372153
1.131	2.14266e-09	0.297295	0.0718901	0.01765	0.16762	0.0504993	0.973083	0.01	0.155511	0.00372219
1.132	2.14266e-09	0.297296	0.07189	0.0176508	0.16762	0.0504993	0.973083	0.01	0.155512	0.00372284
1.133	2.31523e-09	0.297297	0.07189	0.0176515	0.16762	0.0504992	0.973083	0.01	0.155513	0.00372349
1.134	2.42104e-09	0.297298	0.07189	0.0176522	0.16762	0.0504992	0.973083	0.01	0.155515	0.00372415
1.135	2.54795e-09	0.297298	0.0718899	0.017653	0.16762	0.0504992	0.973083	0.01	0.155516	0.0037248
1.136	2.54795e-09	0.297299	0.0718899	0.0176537	0.16762	0.0504992	0.973083	0.01	0.155517	0.00372545
1.137	2.94813e-09	0.2973	0.0718899	0.0176545	0.16762	0.0504992	0.973083	0.01	0.155518	0.0037261
1.138	4.45795e-09	0.297301	0.0718898	0.0176552	0.16762	0.0504992	0.973083	0.01	0.15552	0.00372675
1.139	8.21797e-09	0.297302	0.0718898	0.017656	0.16762	0.0504993	0.973083	0.01	0.155521	0.0037274
1.14	8.21797e-09	0.297303	0.0718898	0.0176567	0.16762	0.0504996	0.973083	0.01	0.155522	0.00372805
1.141	3.00509e-09	0.297304	0.0718899	0.0176575	0.16762	0.0504997	0.973082	0.01	0.155524	0.00372871
1.142	2.39303e-09	0.297304	0.0718899	0.0176582	0.16762	0.0504997	0.973082	0.01	0.155525	0.00372937
1.143	2.03858e-09	0.297305	0.07189	0.0176589	0.16762	0.0504998	0.973082	0.01	0.155526	0.00373003
1.144	1.81407e-09	0.297306	0.07189	0.0176597	0.16762	0.0504998	0.973082	0.01	0.155528	0.00373069
1.145	1.66394e-09	0.297307	0.0718901	0.0176604	0.16762	0.0504998	0.973082	0.01	0.155529	0.00373134
1.146	1.56033e-09	0.297308	0.0718901	0.0176612	0.16762	0.0504999	0.973082	0.01	0.15553	0.003732
1.147	1.48752e-09	0.297309	0.0718901	0.0176619	0.16762	0.0504999	0.973082	0.01	0.155532	0.00373265
1.148	1.43594e-09	0.29731	0.0718901	0.0176627	0.16762	0.0504998	0.973082	0.01	0.155533	0.0037333
1.149	1.39945e-09	0.29731	0.0718901	0.0176634	0.16762	0.0504998	0.973082	0.01	0.155534	0.00373395
1.15	1.37403e-09	0.297311	0.0718901	0.0176641	0.16762	0.0504998	0.973082	0.01	0.155536	0.0037346
1.151	1.35701e-09	0.297312	0.0718901	0.0176649	0.16762	0.0504998	0.973082	0.01	0.155537	0.00373524
1.152	1.34655e-09	0.297313	0.0718901	0.0176656	0.16762	0.0504997	0.973082	0.01	0.155538	0.00373588
1.153	1.34142e-09	0.297314	0.07189	0.0176664	0.16762	0.0504997	0.973082	0.01	0.15554	0.00373653
1.154	1.34072e-09	0.297315	0.0718899	0.0176671	0.16762	0.0504996	0.973082	0.01	0.155541	0.00373716
1.155	1.34385e-09	0.297316	0.0718899	0.0176678	0.16762	0.0504995	0.973081	0.01	0.155542	0.0037378
1.156	1.35037e-09	0.297316	0.0718898	0.0176686	0.16762	0.0504995	0.973081	0.01	0.155544	0.00373843
1.157	1.35995e-09	0.297317	0.0718897	0.0176693	0.167619	0.0504994	0.973081	0.01	0.155545	0.00373907
1.158	1.37236e-09	0.297318	0.0718896	0.0176701	0.167619	0.0504993	0.973081	0.01	0.155547	0.0037397
1.159	1.38742e-09	0.297319	0.0718895	0.0176708	0.167619	0.0504992	0.973081	0.01	0.155548	0.00374033
1.16	1.40501e-09	0.29732	0.0718893	0.0176715	0.167619	0.0504991	0.973081	0.01	0.155549	0.00374095
1.161	1.42503e-09	0.297321	0.0718892	0.0176723	0.167618	0.050499	0.973081	0.01	0.155551	0.00374158
1.162	1.44741e-09	0.297321	0.071889	0.017673	0.167618	0.0504989	0.973081	0.01	0.155552	0.0037422
1.163	1.47212e-09	0.297322	0.0718889	0.0176738	0.167617	0.0504987	0.973081	0.01	0.155553	0.00374282
1.164	1.49912e-09	0.297323	0.0718887	0.0176745	0.167617	0.0504986	0.973081	0.01	0.155555	0.00374344
1.165	1.52841e-09	0.297324	0.0718885	0.0176752	0.167617	0.0504985	0.973081	0.01	0.155556	0.00374406
1.166	1.56002e-09	0.297325	0.0718883	0.017676	0.167616	0.0504983	0.973081	0.01	0.155558	0.00374467
1.167	1.59398e-09	0.297326	0.0718881	0.0176767	0.167616	0.0504982	0.973081	0.01	0.155559	0.00374529
1.168	1.63034e-09	0.297327	0.0718879	0.0176775	0.167615	0.050498	0.97308	0.01	0.15556	0.0037459
1.169	1.66922e-09	0.297327	0.0718877	0.0176782	0.167615	0.0504979	0.97308	0.01	0.155562	0.00374651
1.17	1.71073e-09	0.297328	0.0718875	0.0176789	0.167614	0.0504977	0.97308	0.01	0.155563	0.00374712
1.171	1.75505e-09	0.297329	0.0718872	0.0176797	0.167614	0.0504976	0.97308	0.01	0.155564	0.00374773
1.172	1.80239e-09	0.29733	0.071887	0.0176804	0.167613	0.0504974	0.97308	0.01	0.155566	0.00374834
1.173	1.85304e-09	0.297331	0.0718868	0.0176811	0.167613	0.0504972	0.97308	0.01	0.155567	0.00374894
1.174	1.90737e-09	0.297332	0.0718865	0.0176819	0.167612	0.0504971	0.97308	0.01	0.155569	0.00374955
1.175	1.96588e-09	0.297332	0.0718863	0.0176826	0.167611	0.0504969	0.97308	0.01	0.15557	0.00375015
1.176	2.02922e-09	0.297333	0.071886	0.0176833	0.167611	0.0504967	0.97308	0.01	0.155572	0.00375075
1.177	2.0983e-09	0.297334	0.0718858	0.0176841	0.16761	0.0504966	0.97308	0.01	0.155573	0.00375135
1.178	2.17439e-09	0.297335	0.0718855	0.0176848	0.16761	0.0504964	0.97308	0.01	0.155574	0.00375195
1.179	2.25931e-09	0.297336	0.0718852	0.0176856	0.167609	0.0504962	0.97308	0.01	0.155576	0.00375255
1.18	2.3559e-09	0.297337	0.071885	0.0176863	0.167608	0.0504961	0.97308	0.01	0.155577	0.00375315
1.181	2.46882e-09	0.297337	0.0718847	0.017687	0.167608	0.0504959	0.973079	0.01	0.155579	0.00375375
1.182	2.60676e-09	0.297338	0.0718844	0.0176878	0.167607	0.0504957	0.973079	0.01	0.15558	0.00375435
1.183	2.78942e-09	0.297339	0.0718842	0.0176885	0.167606	0.0504956	0.973079	0.01	0.155581	0.00375494
1.184	3.08867e-09	0.29734	0.0718839	0.0176892	0.167606	0.0504954	0.973079	0.01	0.155583	0.00375554
1.185	7.1263e-09	0.297341	0.0718836	0.01769	0.167605	0.0504953	0.973079	0.01	0.155584	0.00375614
1.186	6.20027e-09	0.297342	0.0718834	0.0176907	0.167605	0.0504954	0.973079	0.01	0.155586	0.00375674
1.187	3.6879e-09	0.297343	0.0718832	0.0176914	0.167604	0.0504954	0.973079	0.01	0.155587	0.00375734
1.188	2.75325e-09	0.297343	0.0718831	0.0176922	0.167604	0.0504953	0.973079	0.01	0.155589	0.00375795
1.189	2.25607e-09	0.297344	0.0718829	0.0176929	0.167604	0.0504952	0.973079	0.01	0.15559	0.00375856
1.19	1.95664e-09	0.297345	0.0718828	0.0176936	0.167603	0.0504951	0.973079	0.01	0.155592	0.00375916
1.191	1.76226e-09	0.297346	0.0718826	0.0176944	0.167603	0.050495	0.973079	0.01	0.155593	0.00375977
1.192	1.63035e-09	0.297347	0.0718824	0.0176951	0.167602	0.0504949	0.973079	0.01	0.155594	0.00376037
1.193	1.5385e-09	0.297348	0.0718823	0.0176958	0.167602	0.0504947	0.973079	0.01	0.155596	0.00376097
1.194	1.47365e-09	0.297348	0.0718821	0.0176965	0.167602	0.0504946	0.973078	0.01	0.155597	0.00376158
