Time	[Ca]	Values[AMPAR_bar]	Values[CaMKII_active_ratio]	Values[CaMKIIp_bar]	Values[CamCaMKII_bar]	Values[CamR_ratio]	Values[Dp_bar]	Values[PKA_bar]	Values[PP1a_bar]	Values[PP2B_bar]
0.223	2.06373e-09	0.296952	0.0685057	0.0173512	0.159724	0.0480982	0.973102	0.01	0.155246	0.0030211
0.224	2.13589e-09	0.296952	0.0685057	0.0173512	0.159723	0.0480982	0.973102	0.01	0.155246	0.0030211
0.225	2.21583e-09	0.296952	0.0685056	0.0173512	0.159723	0.0480981	0.973102	0.01	0.155246	0.00302109
0.226	2.30577e-09	0.296952	0.0685055	0.0173512	0.159723	0.0480981	0.973102	0.01	0.155246	0.00302109
0.227	2.40924e-09	0.296952	0.0685055	0.0173512	0.159723	0.0480981	0.973102	0.01	0.155246	0.00302108
0.228	2.53237e-09	0.296952	0.0685054	0.0173512	0.159723	0.048098	0.973102	0.01	0.155246	0.00302108
0.229	2.68744e-09	0.296952	0.0685053	0.0173512	0.159723	0.048098	0.973102	0.01	0.155246	0.00302107
0.23	2.90706e-09	0.296952	0.0685053	0.0173512	0.159723	0.048098	0.973102	0.01	0.155246	0.00302107
0.231	3.58786e-09	0.296952	0.0685052	0.0173512	0.159722	0.048098	0.973102	0.01	0.155246	0.00302106
0.232	8.73716e-09	0.296952	0.0685052	0.0173512	0.159722	0.048098	0.973102	0.01	0.155246	0.00302106
0.233	4.6254e-09	0.296952	0.0685052	0.0173512	0.159722	0.0480983	0.973102	0.01	0.155246	0.00302106
0.234	3.16747e-09	0.296952	0.0685053	0.0173512	0.159723	0.0480984	0.973102	0.01	0.155246	0.00302106
0.235	2.48259e-09	0.296952	0.0685054	0.0173512	0.159723	0.0480985	0.973102	0.01	0.155246	0.00302107
0.236	2.09354e-09	0.296952	0.0685055	0.0173512	0.159723	0.0480985	0.973102	0.01	0.155246	0.00302107
0.237	1.85006e-09	0.296952	0.0685055	0.0173512	0.159723	0.0480986	0.973102	0.01	0.155246	0.00302108
0.238	1.68844e-09	0.296952	0.0685056	0.0173512	0.159723	0.0480986	0.973102	0.01	0.155246	0.00302108
0.239	1.57739e-09	0.296952	0.0685057	0.0173512	0.159724	0.0480987	0.973102	0.01	0.155246	0.00302109
0.24	1.49957e-09	0.296952	0.0685058	0.0173512	0.159724	0.0480987	0.973102	0.01	0.155246	0.00302109
0.241	1.44448e-09	0.296952	0.0685058	0.0173512	0.159724	0.0480987	0.973102	0.01	0.155246	0.00302109
0.242	1.40547e-09	0.296952	0.0685059	0.0173512	0.159724	0.0480987	0.973102	0.01	0.155246	0.0030211
0.243	1.37819e-09	0.296952	0.0685059	0.0173512	0.159724	0.0480987	0.973102	0.01	0.155246	0.0030211
0.244	1.35973e-09	0.296952	0.068506	0.0173512	0.159724	0.0480988	0.973102	0.01	0.155246	0.0030211
0.245	1.34814e-09	0.296952	0.068506	0.0173512	0.159724	0.0480988	0.973102	0.01	0.155246	0.0030211
0.246	1.34207e-09	0.296952	0.068506	0.0173512	0.159724	0.0480988	0.973102	0.01	0.155246	0.0030211
0.247	1.34059e-09	0.296952	0.068506	0.0173512	0.159724	0.0480987	0.973102	0.01	0.155246	0.0030211
0.248	1.34304e-09	0.296952	0.0685061	0.0173512	0.159724	0.0480987	0.973102	0.01	0.155246	0.00302111
0.249	1.34894e-09	0.296952	0.0685061	0.0173512	0.159724	0.0480987	0.973102	0.01	0.155246	0.00302111
0.25	1.35797e-09	0.296952	0.0685061	0.0173512	0.159724	0.0480987	0.973102	0.01	0.155246	0.0030211
0.251	1.33517e-09	0.296952	0.0685061	0.0173512	0.159724	0.0480987	0.973102	0.01	0.155246	0.0030211
0.252	1.21477e-09	0.296952	0.0685061	0.0173512	0.159724	0.0480986	0.973102	0.01	0.155246	0.0030211
0.253	1.08835e-09	0.296952	0.068506	0.0173512	0.159724	0.0480986	0.973102	0.01	0.155246	0.0030211
0.254	9.86277e-10	0.296952	0.068506	0.0173512	0.159724	0.0480985	0.973102	0.01	0.155246	0.0030211
0.255	9.10434e-10	0.296952	0.068506	0.0173512	0.159724	0.0480985	0.973102	0.01	0.155246	0.00302109
0.256	8.5371e-10	0.296952	0.0685059	0.0173512	0.159724	0.0480984	0.973102	0.01	0.155246	0.00302109
0.257	8.08973e-10	0.296952	0.0685059	0.0173512	0.159724	0.0480983	0.973102	0.01	0.155246	0.00302109
0.258	7.71338e-10	0.296952	0.0685058	0.0173512	0.159724	0.0480982	0.973102	0.01	0.155246	0.00302108
0.259	7.3795e-10	0.296952	0.0685057	0.0173512	0.159724	0.0480981	0.973102	0.01	0.155246	0.00302107
0.26	7.07288e-10	0.296952	0.0685056	0.0173512	0.159723	0.048098	0.973102	0.01	0.155246	0.00302107
0.261	6.78598e-10	0.296952	0.0685055	0.0173512	0.159723	0.0480979	0.973102	0.01	0.155246	0.00302106
0.262	6.55159e-10	0.296952	0.0685054	0.0173512	0.159723	0.0480978	0.973102	0.01	0.155246	0.00302105
0.263	6.42919e-10	0.296952	0.0685053	0.0173512	0.159723	0.0480977	0.973102	0.01	0.155246	0.00302104
0.264	6.35564e-10	0.296952	0.0685051	0.0173512	0.159722	0.0480975	0.973102	0.01	0.155246	0.00302103
0.265	6.29102e-10	0.296952	0.068505	0.0173512	0.159722	0.0480974	0.973102	0.01	0.155246	0.00302102
0.266	6.21621e-10	0.296952	0.0685048	0.0173512	0.159721	0.0480972	0.973102	0.01	0.155246	0.003021
0.267	6.12486e-10	0.296952	0.0685046	0.0173512	0.159721	0.0480971	0.973102	0.01	0.155246	0.00302099
0.268	6.01702e-10	0.296952	0.0685044	0.0173512	0.159721	0.0480969	0.973102	0.01	0.155246	0.00302098
0.269	5.89529e-10	0.296952	0.0685042	0.0173512	0.15972	0.0480967	0.973102	0.01	0.155246	0.00302096
0.27	5.76305e-10	0.296952	0.068504	0.0173512	0.15972	0.0480965	0.973102	0.01	0.155246	0.00302095
0.271	5.62356e-10	0.296952	0.0685038	0.0173512	0.159719	0.0480963	0.973102	0.01	0.155246	0.00302093
0.272	5.51061e-10	0.296952	0.0685035	0.0173512	0.159719	0.0480961	0.973102	0.01	0.155246	0.00302091
0.273	5.48609e-10	0.296952	0.0685033	0.0173512	0.159718	0.0480959	0.973102	0.01	0.155246	0.00302089
0.274	5.50172e-10	0.296952	0.068503	0.0173512	0.159717	0.0480957	0.973102	0.01	0.155246	0.00302087
0.275	5.52008e-10	0.296952	0.0685027	0.0173512	0.159717	0.0480954	0.973102	0.01	0.155246	0.00302085
0.276	5.52226e-10	0.296952	0.0685025	0.0173512	0.159716	0.0480952	0.973102	0.01	0.155246	0.00302083
0.277	5.50164e-10	0.296952	0.0685022	0.0173512	0.159715	0.0480949	0.973102	0.01	0.155246	0.00302081
0.278	5.45798e-10	0.296952	0.0685019	0.0173512	0.159715	0.0480947	0.973102	0.01	0.155246	0.00302079
0.279	5.39386e-10	0.296952	0.0685015	0.0173512	0.159714	0.0480944	0.973102	0.01	0.155246	0.00302076
0.28	5.31276e-10	0.296952	0.0685012	0.0173512	0.159713	0.0480941	0.973102	0.01	0.155246	0.00302074
0.281	5.21826e-10	0.296952	0.0685009	0.0173512	0.159712	0.0480938	0.973102	0.01	0.155246	0.00302071
0.282	5.14457e-10	0.296952	0.0685005	0.0173512	0.159711	0.0480936	0.973102	0.01	0.155246	0.00302068
0.283	5.15686e-10	0.296952	0.0685001	0.0173512	0.159711	0.0480933	0.973102	0.01	0.155246	0.00302066
0.284	5.20855e-10	0.296952	0.0684997	0.0173512	0.15971	0.048093	0.973102	0.01	0.155246	0.00302063
0.285	5.26092e-10	0.296952	0.0684994	0.0173512	0.159709	0.0480926	0.973102	0.01	0.155246	0.0030206
0.286	5.29397e-10	0.296952	0.068499	0.0173512	0.159708	0.0480923	0.973102	0.01	0.155246	0.00302057
0.287	5.30051e-10	0.296952	0.0684985	0.0173512	0.159707	0.048092	0.973102	0.01	0.155246	0.00302054
0.288	5.28016e-10	0.296952	0.0684981	0.0173512	0.159706	0.0480917	0.973102	0.01	0.155246	0.00302051
0.289	5.23558e-10	0.296952	0.0684977	0.0173512	0.159705	0.0480913	0.973102	0.01	0.155246	0.00302047
0.29	5.17049e-10	0.296952	0.0684972	0.0173512	0.159704	0.048091	0.973102	0.01	0.155246	0.00302044
0.291	5.08884e-10	0.296952	0.0684968	0.0173511	0.159703	0.0480906	0.973102	0.01	0.155246	0.00302041
0.292	5.02661e-10	0.296952	0.0684963	0.0173511	0.159702	0.0480902	0.973102	0.01	0.155246	0.00302037
0.293	5.0533e-10	0.296952	0.0684958	0.0173511	0.159701	0.0480899	0.973102	0.01	0.155246	0.00302034
0.294	5.1208e-10	0.296952	0.0684953	0.0173511	0.159699	0.0480895	0.973102	0.01	0.155246	0.0030203
0.295	5.18822e-10	0.296952	0.0684948	0.0173511	0.159698	0.0480891	0.973102	0.01	0.155246	0.00302026
0.296	5.23423e-10	0.296952	0.0684943	0.0173511	0.159697	0.0480887	0.973102	0.01	0.155246	0.00302022
0.297	5.25108e-10	0.296952	0.0684938	0.0173511	0.159696	0.0480883	0.973102	0.01	0.155246	0.00302018
0.298	5.2383e-10	0.296952	0.0684933	0.0173511	0.159695	0.0480879	0.973102	0.01	0.155246	0.00302014
0.299	5.19868e-10	0.296952	0.0684928	0.0173511	0.159693	0.0480875	0.973102	0.01	0.155246	0.0030201
0.3	5.13628e-10	0.296952	0.0684922	0.0173511	0.159692	0.0480871	0.973102	0.01	0.155246	0.00302006
0.301	5.05536e-10	0.296952	0.0684916	0.0173511	0.159691	0.0480866	0.973102	0.01	0.155246	0.00302002
0.302	4.99391e-10	0.296952	0.0684911	0.0173511	0.159689	0.0480862	0.973102	0.01	0.155246	0.00301998
0.303	5.02547e-10	0.296952	0.0684905	0.0173511	0.159688	0.0480858	0.973102	0.01	0.155246	0.00301993
0.304	5.0998e-10	0.296952	0.0684899	0.0173511	0.159687	0.0480853	0.973102	0.01	0.155246	0.00301989
0.305	5.17387e-10	0.296952	0.0684893	0.0173511	0.159685	0.0480849	0.973102	0.01	0.155246	0.00301984
0.306	5.22512e-10	0.296952	0.0684887	0.0173511	0.159684	0.0480844	0.973102	0.01	0.155246	0.0030198
0.307	5.2453e-10	0.296952	0.0684881	0.0173511	0.159682	0.0480839	0.973102	0.01	0.155246	0.00301975
0.308	5.23383e-10	0.296952	0.0684875	0.0173511	0.159681	0.0480835	0.973102	0.01	0.155246	0.0030197
0.309	5.19367e-10	0.296952	0.0684868	0.0173511	0.15968	0.048083	0.973102	0.01	0.155246	0.00301965
0.31	5.12915e-10	0.296952	0.0684862	0.0173511	0.159678	0.0480825	0.973102	0.01	0.155246	0.0030196
0.311	5.04483e-10	0.296952	0.0684855	0.0173511	0.159676	0.048082	0.973102	0.01	0.155246	0.00301955
0.312	4.98044e-10	0.296952	0.0684849	0.0173511	0.159675	0.0480815	0.973102	0.01	0.155246	0.0030195
0.313	5.01283e-10	0.296952	0.0684842	0.0173511	0.159673	0.048081	0.973102	0.01	0.155246	0.00301945
0.314	5.08984e-10	0.296952	0.0684835	0.017351	0.159672	0.0480805	0.973102	0.01	0.155246	0.0030194
0.315	5.16674e-10	0.296952	0.0684828	0.017351	0.15967	0.04808	0.973102	0.01	0.155246	0.00301935
0.316	5.21993e-10	0.296952	0.0684821	0.017351	0.159669	0.0480795	0.973102	0.01	0.155246	0.00301929
0.317	5.24072e-10	0.296952	0.0684814	0.017351	0.159667	0.0480789	0.973102	0.01	0.155246	0.00301924
0.318	5.22843e-10	0.296952	0.0684807	0.017351	0.159665	0.0480784	0.973102	0.01	0.155246	0.00301918
0.319	5.18615e-10	0.296952	0.06848	0.017351	0.159664	0.0480779	0.973102	0.01	0.155246	0.00301913
0.32	5.11838e-10	0.296952	0.0684792	0.017351	0.159662	0.0480773	0.973102	0.01	0.155246	0.00301907
0.321	5.02996e-10	0.296952	0.0684785	0.017351	0.15966	0.0480768	0.973102	0.01	0.155246	0.00301901
0.322	4.96197e-10	0.296952	0.0684778	0.017351	0.159658	0.0480762	0.973102	0.01	0.155246	0.00301896
0.323	4.99371e-10	0.296952	0.068477	0.017351	0.159657	0.0480757	0.973102	0.01	0.155246	0.0030189
0.324	5.07163e-10	0.296952	0.0684762	0.017351	0.159655	0.0480751	0.973102	0.01	0.155246	0.00301884
0.325	5.14971e-10	0.296952	0.0684755	0.017351	0.159653	0.0480745	0.973102	0.01	0.155246	0.00301878
0.326	5.2036e-10	0.296952	0.0684747	0.017351	0.159651	0.048074	0.973102	0.01	0.155246	0.00301872
0.327	5.2242e-10	0.296952	0.0684739	0.017351	0.159649	0.0480734	0.973102	0.01	0.155246	0.00301866
0.328	5.21075e-10	0.296952	0.0684731	0.017351	0.159647	0.0480728	0.973102	0.01	0.155246	0.00301859
0.329	5.16637e-10	0.296952	0.0684723	0.0173509	0.159646	0.0480722	0.973102	0.01	0.155246	0.00301853
0.33	5.09575e-10	0.296952	0.0684715	0.0173509	0.159644	0.0480716	0.973102	0.01	0.155246	0.00301847
0.331	5.00391e-10	0.296952	0.0684706	0.0173509	0.159642	0.048071	0.973102	0.01	0.155246	0.0030184
0.332	4.93289e-10	0.296952	0.0684698	0.0173509	0.15964	0.0480704	0.973102	0.01	0.155246	0.00301834
0.333	4.9637e-10	0.296952	0.068469	0.0173509	0.159638	0.0480698	0.973102	0.01	0.155246	0.00301827
0.334	5.04187e-10	0.296952	0.0684681	0.0173509	0.159636	0.0480691	0.973102	0.01	0.155246	0.00301821
0.335	5.12054e-10	0.296951	0.0684673	0.0173509	0.159634	0.0480685	0.973102	0.01	0.155246	0.00301814
0.336	5.17477e-10	0.296951	0.0684664	0.0173509	0.159632	0.0480679	0.973102	0.01	0.155246	0.00301807
0.337	5.19518e-10	0.296951	0.0684656	0.0173509	0.15963	0.0480673	0.973102	0.01	0.155246	0.00301801
0.338	5.18088e-10	0.296951	0.0684647	0.0173509	0.159628	0.0480666	0.973102	0.01	0.155246	0.00301794
0.339	5.13503e-10	0.296951	0.0684638	0.0173508	0.159626	0.048066	0.973102	0.01	0.155246	0.00301787
0.34	5.06242e-10	0.296951	0.0684629	0.0173508	0.159624	0.0480653	0.973102	0.01	0.155246	0.0030178
0.341	4.9682e-10	0.296951	0.068462	0.0173508	0.159622	0.0480647	0.973102	0.01	0.155246	0.00301773
0.342	4.89507e-10	0.296951	0.0684611	0.0173508	0.15962	0.048064	0.973102	0.01	0.155246	0.00301766
0.343	4.92517e-10	0.296951	0.0684602	0.0173508	0.159617	0.0480633	0.973102	0.01	0.155246	0.00301758
0.344	5.00346e-10	0.296951	0.0684593	0.0173508	0.159615	0.0480627	0.973102	0.01	0.155246	0.00301751
0.345	5.08256e-10	0.296951	0.0684584	0.0173508	0.159613	0.048062	0.973102	0.01	0.155246	0.00301744
0.346	5.13715e-10	0.296951	0.0684574	0.0173508	0.159611	0.0480613	0.973102	0.01	0.155246	0.00301736
0.347	5.1576e-10	0.296951	0.0684565	0.0173508	0.159609	0.0480606	0.973102	0.01	0.155246	0.00301729
0.348	5.14293e-10	0.296951	0.0684556	0.0173507	0.159607	0.04806	0.973102	0.01	0.155246	0.00301722
0.349	5.0963e-10	0.296951	0.0684546	0.0173507	0.159604	0.0480593	0.973102	0.01	0.155246	0.00301714
0.35	5.02254e-10	0.296951	0.0684537	0.0173507	0.159602	0.0480586	0.973102	0.01	0.155246	0.00301706
0.351	4.92695e-10	0.296951	0.0684527	0.0173507	0.1596	0.0480579	0.973102	0.01	0.155246	0.00301699
0.352	4.8526e-10	0.296951	0.0684517	0.0173507	0.159598	0.0480572	0.973102	0.01	0.155246	0.00301691
0.353	4.88234e-10	0.296951	0.0684508	0.0173507	0.159595	0.0480565	0.973102	0.01	0.155246	0.00301683
0.354	4.96081e-10	0.296951	0.0684498	0.0173507	0.159593	0.0480557	0.973102	0.01	0.155246	0.00301675
0.355	5.04036e-10	0.296951	0.0684488	0.0173507	0.159591	0.048055	0.973102	0.01	0.155246	0.00301667
0.356	5.09541e-10	0.296951	0.0684478	0.0173506	0.159588	0.0480543	0.973102	0.01	0.155246	0.00301659
0.357	5.11615e-10	0.296951	0.0684468	0.0173506	0.159586	0.0480536	0.973102	0.01	0.155246	0.00301651
0.358	5.10152e-10	0.296951	0.0684458	0.0173506	0.159584	0.0480528	0.973102	0.01	0.155246	0.00301643
0.359	5.05467e-10	0.296951	0.0684448	0.0173506	0.159581	0.0480521	0.973102	0.01	0.155246	0.00301635
0.36	4.98048e-10	0.296951	0.0684437	0.0173506	0.159579	0.0480514	0.973102	0.01	0.155246	0.00301627
0.361	4.88428e-10	0.296951	0.0684427	0.0173506	0.159577	0.0480506	0.973102	0.01	0.155246	0.00301618
0.362	4.80941e-10	0.296951	0.0684417	0.0173506	0.159574	0.0480499	0.973102	0.01	0.155246	0.0030161
0.363	4.8391e-10	0.296951	0.0684406	0.0173505	0.159572	0.0480491	0.973102	0.01	0.155246	0.00301602
0.364	4.91787e-10	0.296951	0.0684396	0.0173505	0.159569	0.0480484	0.973102	0.01	0.155246	0.00301593
0.365	4.99792e-10	0.296951	0.0684386	0.0173505	0.159567	0.0480476	0.973102	0.01	0.155246	0.00301585
0.366	5.05352e-10	0.296951	0.0684375	0.0173505	0.159564	0.0480469	0.973102	0.01	0.155246	0.00301576
0.367	5.07475e-10	0.296951	0.0684364	0.0173505	0.159562	0.0480461	0.973102	0.01	0.155246	0.00301567
0.368	5.06047e-10	0.296951	0.0684354	0.0173505	0.159559	0.0480453	0.973102	0.01	0.155246	0.00301559
0.369	5.01381e-10	0.296951	0.0684343	0.0173504	0.159557	0.0480445	0.973102	0.01	0.155246	0.0030155
0.37	4.93966e-10	0.296951	0.0684332	0.0173504	0.159554	0.0480438	0.973102	0.01	0.155246	0.00301541
0.371	4.84339e-10	0.296951	0.0684321	0.0173504	0.159552	0.048043	0.973102	0.01	0.155246	0.00301532
0.372	4.76849e-10	0.296951	0.068431	0.0173504	0.159549	0.0480422	0.973102	0.01	0.155246	0.00301523
0.373	4.79835e-10	0.296951	0.0684299	0.0173504	0.159547	0.0480414	0.973102	0.01	0.155246	0.00301514
0.374	4.8775e-10	0.296951	0.0684288	0.0173504	0.159544	0.0480406	0.973102	0.01	0.155246	0.00301505
0.375	4.9581e-10	0.296951	0.0684277	0.0173503	0.159542	0.0480398	0.973102	0.01	0.155246	0.00301496
0.376	5.01432e-10	0.296951	0.0684266	0.0173503	0.159539	0.048039	0.973102	0.01	0.155246	0.00301487
0.377	5.03615e-10	0.296951	0.0684255	0.0173503	0.159536	0.0480382	0.973102	0.01	0.155246	0.00301478
0.378	5.02241e-10	0.296951	0.0684244	0.0173503	0.159534	0.0480374	0.973102	0.01	0.155246	0.00301469
0.379	4.97618e-10	0.296951	0.0684233	0.0173503	0.159531	0.0480366	0.973102	0.01	0.155246	0.00301459
0.38	4.90237e-10	0.296951	0.0684221	0.0173502	0.159529	0.0480358	0.973102	0.01	0.155246	0.0030145
0.381	4.80637e-10	0.296951	0.068421	0.0173502	0.159526	0.048035	0.973102	0.01	0.155246	0.0030144
0.382	4.73173e-10	0.296951	0.0684199	0.0173502	0.159523	0.0480341	0.973102	0.01	0.155246	0.00301431
0.383	4.76191e-10	0.296951	0.0684187	0.0173502	0.159521	0.0480333	0.973102	0.01	0.155246	0.00301421
0.384	4.84149e-10	0.296951	0.0684175	0.0173502	0.159518	0.0480325	0.973102	0.01	0.155246	0.00301412
0.385	4.92264e-10	0.296951	0.0684164	0.0173501	0.159515	0.0480316	0.973102	0.01	0.155246	0.00301402
0.386	4.9795e-10	0.296951	0.0684152	0.0173501	0.159512	0.0480308	0.973102	0.01	0.155246	0.00301393
0.387	5.002e-10	0.296951	0.0684141	0.0173501	0.15951	0.04803	0.973102	0.01	0.155246	0.00301383
0.388	4.98888e-10	0.296951	0.0684129	0.0173501	0.159507	0.0480291	0.973102	0.01	0.155246	0.00301373
0.389	4.94321e-10	0.29695	0.0684117	0.0173501	0.159504	0.0480283	0.973102	0.01	0.155246	0.00301363
0.39	4.8699e-10	0.29695	0.0684105	0.01735	0.159501	0.0480274	0.973102	0.01	0.155246	0.00301353
0.391	4.77435e-10	0.29695	0.0684093	0.01735	0.159499	0.0480266	0.973102	0.01	0.155246	0.00301343
0.392	4.70012e-10	0.29695	0.0684081	0.01735	0.159496	0.0480257	0.973102	0.01	0.155246	0.00301333
0.393	4.7307e-10	0.29695	0.068407	0.01735	0.159493	0.0480249	0.973102	0.01	0.155246	0.00301323
0.394	4.81072e-10	0.29695	0.0684057	0.0173499	0.15949	0.048024	0.973102	0.01	0.155246	0.00301313
0.395	4.89242e-10	0.29695	0.0684045	0.0173499	0.159488	0.0480231	0.973102	0.01	0.155246	0.00301303
0.396	4.94991e-10	0.29695	0.0684033	0.0173499	0.159485	0.0480223	0.973102	0.01	0.155246	0.00301293
0.397	4.97306e-10	0.29695	0.0684021	0.0173499	0.159482	0.0480214	0.973102	0.01	0.155246	0.00301282
0.398	4.96058e-10	0.29695	0.0684009	0.0173498	0.159479	0.0480205	0.973102	0.01	0.155246	0.00301272
0.399	4.91553e-10	0.29695	0.0683997	0.0173498	0.159476	0.0480196	0.973102	0.01	0.155246	0.00301262
0.4	4.84278e-10	0.29695	0.0683984	0.0173498	0.159473	0.0480188	0.973102	0.01	0.155246	0.00301251
0.401	4.74775e-10	0.29695	0.0683972	0.0173498	0.15947	0.0480179	0.973102	0.01	0.155246	0.00301241
0.402	4.67399e-10	0.29695	0.068396	0.0173497	0.159468	0.048017	0.973102	0.01	0.155246	0.0030123
0.403	4.70498e-10	0.29695	0.0683947	0.0173497	0.159465	0.0480161	0.973102	0.01	0.155246	0.0030122
0.404	4.78543e-10	0.29695	0.0683935	0.0173497	0.159462	0.0480152	0.973102	0.01	0.155246	0.00301209
0.405	4.86765e-10	0.29695	0.0683922	0.0173497	0.159459	0.0480143	0.973102	0.01	0.155246	0.00301198
0.406	4.92573e-10	0.29695	0.068391	0.0173496	0.159456	0.0480134	0.973102	0.01	0.155246	0.00301188
0.407	4.94951e-10	0.29695	0.0683897	0.0173496	0.159453	0.0480125	0.973102	0.01	0.155246	0.00301177
0.408	4.93766e-10	0.29695	0.0683885	0.0173496	0.15945	0.0480116	0.973102	0.01	0.155246	0.00301166
0.409	4.8932e-10	0.29695	0.0683872	0.0173496	0.159447	0.0480107	0.973102	0.01	0.155245	0.00301155
0.41	4.82101e-10	0.29695	0.0683859	0.0173495	0.159444	0.0480098	0.973102	0.01	0.155245	0.00301144
0.411	4.7265e-10	0.29695	0.0683846	0.0173495	0.159441	0.0480089	0.973102	0.01	0.155245	0.00301133
0.412	4.65322e-10	0.29695	0.0683834	0.0173495	0.159438	0.048008	0.973102	0.01	0.155245	0.00301122
0.413	4.6846e-10	0.29695	0.0683821	0.0173494	0.159435	0.0480071	0.973102	0.01	0.155245	0.00301111
0.414	4.76546e-10	0.29695	0.0683808	0.0173494	0.159432	0.0480061	0.973102	0.01	0.155245	0.003011
0.415	4.84815e-10	0.29695	0.0683795	0.0173494	0.159429	0.0480052	0.973102	0.01	0.155245	0.00301089
0.416	4.90677e-10	0.29695	0.0683782	0.0173494	0.159426	0.0480043	0.973102	0.01	0.155245	0.00301078
0.417	4.93113e-10	0.29695	0.0683769	0.0173493	0.159423	0.0480034	0.973102	0.01	0.155245	0.00301067
0.418	4.91985e-10	0.29695	0.0683756	0.0173493	0.15942	0.0480024	0.973102	0.01	0.155245	0.00301055
0.419	4.87595e-10	0.29695	0.0683743	0.0173493	0.159417	0.0480015	0.973102	0.01	0.155245	0.00301044
0.42	4.80428e-10	0.29695	0.068373	0.0173492	0.159414	0.0480006	0.973102	0.01	0.155245	0.00301033
0.421	4.71026e-10	0.296949	0.0683717	0.0173492	0.159411	0.0479996	0.973102	0.01	0.155245	0.00301021
0.422	4.63742e-10	0.296949	0.0683704	0.0173492	0.159408	0.0479987	0.973102	0.01	0.155245	0.0030101
0.423	4.66915e-10	0.296949	0.068369	0.0173491	0.159405	0.0479977	0.973102	0.01	0.155245	0.00300998
0.424	4.75037e-10	0.296949	0.0683677	0.0173491	0.159402	0.0479968	0.973102	0.01	0.155245	0.00300987
0.425	4.8335e-10	0.296949	0.0683664	0.0173491	0.159399	0.0479958	0.973102	0.01	0.155245	0.00300975
0.426	4.89261e-10	0.296949	0.0683651	0.017349	0.159395	0.0479949	0.973102	0.01	0.155245	0.00300963
0.427	4.91748e-10	0.296949	0.0683637	0.017349	0.159392	0.0479939	0.973102	0.01	0.155245	0.00300952
0.428	4.90672e-10	0.296949	0.0683624	0.017349	0.159389	0.047993	0.973102	0.01	0.155245	0.0030094
0.429	4.86331e-10	0.296949	0.068361	0.0173489	0.159386	0.047992	0.973102	0.01	0.155245	0.00300928
0.43	4.79211e-10	0.296949	0.0683597	0.0173489	0.159383	0.0479911	0.973102	0.01	0.155245	0.00300916
0.431	4.69853e-10	0.296949	0.0683584	0.0173489	0.15938	0.0479901	0.973102	0.01	0.155245	0.00300904
0.432	4.62607e-10	0.296949	0.068357	0.0173488	0.159377	0.0479891	0.973102	0.01	0.155245	0.00300892
0.433	4.6581e-10	0.296949	0.0683556	0.0173488	0.159373	0.0479882	0.973102	0.01	0.155245	0.0030088
0.434	4.73965e-10	0.296949	0.0683543	0.0173488	0.15937	0.0479872	0.973102	0.01	0.155245	0.00300868
0.435	4.82316e-10	0.296949	0.0683529	0.0173487	0.159367	0.0479862	0.973102	0.01	0.155245	0.00300856
0.436	4.8827e-10	0.296949	0.0683516	0.0173487	0.159364	0.0479853	0.973102	0.01	0.155245	0.00300844
0.437	4.90802e-10	0.296949	0.0683502	0.0173487	0.159361	0.0479843	0.973102	0.01	0.155245	0.00300832
0.438	4.89772e-10	0.296949	0.0683488	0.0173486	0.159357	0.0479833	0.973102	0.01	0.155245	0.0030082
0.439	4.85474e-10	0.296949	0.0683474	0.0173486	0.159354	0.0479823	0.973102	0.01	0.155245	0.00300808
0.44	4.78394e-10	0.296949	0.0683461	0.0173486	0.159351	0.0479813	0.973102	0.01	0.155245	0.00300795
0.441	4.69073e-10	0.296949	0.0683447	0.0173485	0.159348	0.0479804	0.973102	0.01	0.155245	0.00300783
0.442	4.61859e-10	0.296949	0.0683433	0.0173485	0.159345	0.0479794	0.973102	0.01	0.155245	0.00300771
0.443	4.65087e-10	0.296949	0.0683419	0.0173484	0.159341	0.0479784	0.973102	0.01	0.155245	0.00300758
0.444	4.7327e-10	0.296949	0.0683405	0.0173484	0.159338	0.0479774	0.973102	0.01	0.155245	0.00300746
0.445	4.81654e-10	0.296948	0.0683391	0.0173484	0.159335	0.0479764	0.973102	0.01	0.155245	0.00300733
0.446	4.87646e-10	0.296948	0.0683377	0.0173483	0.159332	0.0479754	0.973102	0.01	0.155245	0.00300721
0.447	4.90218e-10	0.296948	0.0683363	0.0173483	0.159328	0.0479744	0.973102	0.01	0.155245	0.00300708
0.448	4.89226e-10	0.296948	0.0683349	0.0173483	0.159325	0.0479734	0.973102	0.01	0.155245	0.00300695
0.449	4.84965e-10	0.296948	0.0683335	0.0173482	0.159322	0.0479724	0.973102	0.01	0.155245	0.00300683
0.45	4.77919e-10	0.296948	0.0683321	0.0173482	0.159319	0.0479714	0.973102	0.01	0.155245	0.0030067
0.451	4.68628e-10	0.296948	0.0683307	0.0173481	0.159315	0.0479704	0.973102	0.01	0.155245	0.00300657
0.452	4.6144e-10	0.296948	0.0683293	0.0173481	0.159312	0.0479694	0.973102	0.01	0.155245	0.00300644
